原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析
771,m_txt_624,choice_text,在道路上劃設有黃色虛線，欲超越前車應？,由前方車輛左側超越,由前方車輛右側超越,視情況而由左側或右側超越,1,,依規定，超車應從前方車輛的左側進行黃色虛線表示該路段允許超車，但仍須注意安全
772,m_txt_625,choice_text,避免碰撞發生的準則，下列何者適當？,不論車速多少，與前車均保持 1 個車身距離,與前車應保持安全跟車距離,與前車保持速度一致,2,,避免碰撞應始終與前車保持安全跟車距離，此距離需根據車速、路況和天氣等因素彈性調整，而非固定長度
773,m_txt_626,choice_text,關於行車安全距離與變換車道之觀念，下列敘述何者正確？,跟車過近、任意變換車道及搶道轉彎皆為常見肇事主因，駕駛人應隨時保持安全距離並避免任意變換車道,保持安全距離主要適用於高速公路及快速道路，一般市區道路因車速較慢，可縮短跟車距離以維持車流順暢,駕駛技術純熟者可依經驗判斷適當跟車距離，不受安全距離規範之限制,1,,跟車過近、任意變換車道及搶道轉彎都是常見肇事原因駕駛人應隨時保持安全距離，並避免不當駕駛行為以確保安全
774,m_txt_627,choice_text,騎乘機車行駛時，應與路邊停放之車輛保持多少安全間隔，以避免突發狀況（如車門開啟）？,保持隨時可煞停的距離,至少 1 公尺（約 1 個車門）以上,50 公分以上,2,,騎乘機車應與路邊停放車輛保持至少 1 公尺以上安全間隔，以預防車門突然開啟或行人竄出的危險
775,m_txt_628,choice_text,機車駕駛人行經交叉路口、彎道或遇有視線不良之處時，應如何行駛？,應減速慢行，並隨時注意路況與左右來車，確保行車安全,應加速通過，避免在路口或彎道處逗留,只要保持原速，專注於前方視野，不必注意兩側動態,1,,行經交叉路口、彎道或視線不良處時，應減速慢行並隨時注意路況與左右來車，以確保行車安全
776,m_txt_629,choice_text,機車在未劃設車道線、行車分向線或分向限制線的道路上，行車時速應為多少？,不得超過 30 公里,不得超過 40 公里,不得超過 50 公里,1,,依規定，機車在未劃設車道線、行車分向線或分向限制線的道路上，最高行車時速不得超過 30 公里
777,m_txt_630,choice_text,機車行駛於「已劃分快慢車道分隔線」之道路，行駛於慢車道，在未設有道路速限路段，此時最高行車時速限制為何？,不得超過 30 公里,不得超過 40 公里,不得超過 50 公里,2,,機車行駛於已劃分快慢車道分隔線的慢車道，在未設速限標誌的路段，最高行車時速限制為 40 公里
778,m_txt_631,choice_text,機車行駛於未設有速限標誌或標線之一般道路時，其最高行車時速為多少？,不得超過 40 公里,不得超過 50 公里,不得超過 60 公里,2,,機車行駛於未設有速限標誌或標線之一般道路時，最高行車時速不得超過 50 公里
779,m_txt_632,choice_text,夜間行駛，應使用燈光，如市區照明清楚時，,戴有色眼鏡,使用遠光燈,使用近光燈,3,,夜間行駛於市區，即使照明清楚，仍應使用近光燈，以確保自身可見性，同時避免遠光燈眩光影響對向及前車駕駛
780,m_txt_633,choice_text,變換車道時，為預防因自己的駕駛死角而發生危險，應,提前顯示方向燈，觀看照後鏡並擺頭察看,緊盯前方注意路況,與前方車輛保持安全距離,1,,變換車道時，應提前打方向燈，並透過照後鏡及擺頭察看死角，確認安全無虞後再行變換
781,m_txt_634,choice_text,夜間行車遙見對向有來車時應：,使用遠光燈及大鳴喇叭警告來車，並加速前進,立即就地停車，並熄滅全部燈光，以待來車通過,使用近光燈，並減速交會,3,,夜間會車時，應將遠光燈切換為近光燈，並減速行駛，以避免造成對向來車駕駛人眩光，影響行車安全
782,m_txt_635,choice_text,夜間跟隨他車行駛之車輛：,用近光燈,用遠光燈,不必開燈,1,,夜間跟隨他車行駛時，應使用近光燈，以避免遠光燈照射前方車輛的照後鏡，造成前車駕駛人眩光
783,m_txt_636,choice_text,機車在隧道內行駛時：,不得開燈,應開燈快行,應開燈慢行,3,,機車在隧道內行駛時，應開啟頭燈以提高能見度，並減速慢行，隨時注意路況，確保行車安全
784,m_txt_637,choice_text,在紅燈亮時，行人穿越道上無人穿越，且交叉路口車輛不擁擠時:,可以向前行駛,可以右轉行駛,禁止行駛,3,,紅燈亮時，除有特別標誌或號誌指示可右轉外，所有車輛一律禁止超越停止線或進入路口，應停止行駛
785,m_txt_638,choice_text,夜間會車時應,使用近光燈,使用遠光燈,無規定,1,,夜間會車時應使用近光燈，避免遠光燈造成對向駕駛人眩光，影響其視線而發生危險
786,m_txt_639,choice_text,機車夜間在照明清楚之市區行駛,使用近光燈,可用遠光燈,可以關燈,1,,機車夜間在照明清楚的市區行駛，仍應開啟頭燈並使用近光燈，確保自身能見度，同時不影響他人
787,m_txt_640,choice_text,下列何者並非機車行駛時應開亮頭燈之情形？,夜間或行經隧道,遇濃霧、雨、雪、天色昏暗或視線不清時,行經市區道路,3,,夜間、行經隧道、濃霧、雨雪或視線不清時皆應開亮頭燈一般白天行經市區道路，雖可開燈提高辨識度，但並非強制規定
788,m_txt_641,choice_text,機車之車燈,不可噴色,不可黏貼膠紙,以上皆是,3,,機車車燈不可噴色或黏貼膠紙，因為會影響燈光顏色、亮度及照明效果，違反道路交通安全規定
789,m_txt_642,choice_text,使用燈光規定下列何者不正確？,夜間應開亮頭燈,行經隧道、調撥車道應開亮頭燈,天色昏暗或視線不清時，得使用霧燈,3,,天色昏暗或視線不清時，應開啟頭燈，以提高自身能見度及照明前方路況霧燈僅為輔助，不能替代頭燈
790,m_txt_643,choice_text,夜間行車交會，來車不變換近光燈時應如何處置？,以眼還眼，也用遠光燈報復,不和對方一般見識，以近光燈減速行駛,按喇叭警告,2,,遇到對向來車未切換近光燈造成眩光時，應保持自身近光燈，減速慢行，避免直接對視，以確保行車安全
791,m_txt_644,choice_text,機車行駛於最外側車道要進入待轉區時，方向燈的使用方式何者正確？,需打右轉方向燈,需打左轉方向燈,無須打方向燈,3,,機車進入待轉區是等待左轉，並非變換車道或立即轉彎，因此進入待轉區時無須打方向燈
793,m_txt_645,choice_text,機車駕駛人行駛至交叉路口，右轉彎之操作順序，下列何者為正確？,檢查照後鏡→打方向燈→確認安全→換入外側車道、右轉車道或慢車道，駛至路口後再行右轉,打方向燈→檢查照後鏡→確認安全→換入外側車道、右轉車道或慢車道，駛至路口後再行右轉,打方向燈→換入外側車道、右轉車道或慢車道，駛至路口後再行右轉→檢查照後鏡→確認安全,2,,機車右轉彎操作順序應為：打方向燈示警後方車輛，接著檢查照後鏡並確認安全，最後再換入外側車道右轉
794,m_txt_646,choice_text,為增加車輛辨識度，機車駕駛人行駛於道路時，頭燈於何時開啟？,僅在夜間、隧道或視線不良時應開啟,僅行經郊區或山區道路時應開啟,全日均可開啟（白天可開啟頭燈或日間行車燈）,3,,為增加車輛辨識度，機車頭燈全日均可開啟白天開啟頭燈或日間行車燈，可有效提升車輛在道路上的可見度
795,m_txt_647,choice_text,雖然是白天，有濃霧時，應如何使用燈號？,僅需開霧燈,應開啟頭燈及霧燈,僅需開頭燈,2,,白天遇濃霧時，應同時開啟頭燈及霧燈頭燈主要提供照明及辨識，霧燈則加強穿透力，提高能見度
796,m_txt_648,choice_text,為免對向車輛駕駛人目眩，夜間會車時，機車駕駛人應如何使用燈光？,使用近光燈,使用遠光燈,交互使用遠光燈和近光燈,1,,夜間會車時，機車駕駛人應使用近光燈，避免遠光燈光線直射對向車輛駕駛人眼睛，造成眩光而影響行車安全
797,m_txt_649,choice_text,機車夜間跟車行駛於照明不足之道路時，關於燈光使用方式，下列敘述何者正確？,應開啟頭燈並使用近光燈，以利辨識前方路況並避免影響前車駕駛人視線,應開啟遠光燈以獲得較遠照明範圍，確保充分掌握前方道路狀況,跟隨前車行駛時可借助前車燈光照明，僅需開啟定位燈標示車輛位置即可,1,,夜間跟車時，即使道路照明不足，仍應開啟頭燈並使用近光燈，以辨識路況，同時避免遠光燈眩光影響前車駕駛
798,m_txt_650,choice_text,機車於夜間或視線不清之路段臨時停車時，關於燈光顯示之規定，下列敘述何者正確？,停放於路燈照明範圍內或有反光設施處，得免開啟停車燈光,應顯示停車燈光或反光標示，以利其他用路人辨識,已放置車輛故障標誌或反光三角牌者，得免開啟停車燈光,2,,機車在夜間或視線不清處臨時停車，應開啟停車燈光或放置反光標示，以確保其他用路人能清楚辨識，避免追撞
799,m_txt_651,choice_text,依道路交通安全規則，除夜間外，車輛行經下列何種情況時應開啟頭燈？,僅於無照明設施之隧道或涵洞時須開啟頭燈，有照明設施者得免開燈,行經隧道、涵洞、調撥車道或遇濃霧、大雨致視線不清時，應開啟頭燈,行經設有完善照明之地下道時，因環境亮度充足，得免開啟頭燈,2,,依道路交通安全規則，除夜間外，行經隧道、涵洞、調撥車道或濃霧、大雨等視線不清情況時，皆應開啟頭燈
800,m_txt_652,choice_text,機車駕駛人，警員現場攔查舉發不依規定使用燈光者，將會有何種處罰？,僅處以罰鍰,處以罰鍰加記違規點數,吊扣駕駛執照,2,,機車駕駛人未依規定使用燈光，經警員攔查舉發，將依道路交通管理處罰條例處以罰鍰，並記違規點數
801,m_txt_653,choice_text,機車於路邊停車起駛時，駕駛人應如何處置？,因速度慢，不須顯示方向燈,應顯示方向燈，並注意前後左右來車，確認安全後始得起駛,應顯示方向燈即可起駛,2,,機車路邊起駛時，應先顯示方向燈警示後方來車，並確認前後左右無車輛後，才能緩慢起駛
802,m_txt_654,choice_text,夜間騎乘機車，下列何種行為最能提高行車安全？,開啟遠光燈以獲得最佳照明,穿著淺色或反光衣物，並確認車燈及反光裝置功能正常,夜間車少，可加快車速以縮短行駛時間,2,,夜間騎乘機車，穿著淺色或反光衣物，並確保車燈及反光裝置正常運作，能顯著提高自身在黑暗中的可見度，增進行車安全
803,m_txt_655,choice_text,電動機車起步時，駕駛人應特別注意下列何項特性？,起步加速較慢，需多催油門,扭力輸出直接快速，應謹慎控制電門,需預熱引擎後才能起步,2,,電動機車扭力輸出直接且快速，駕駛人起步時應謹慎控制電門，避免瞬間加速過猛，造成危險
804,m_txt_656,choice_text,騎乘電動機車行經住宅區巷弄時，下列何種做法最為適當？,因車輛安靜，可快速通過以減少干擾,應減速慢行並提高警覺，因行人可能未察覺車輛接近,持續按喇叭提醒行人注意,2,,電動機車行駛安靜，行經住宅區巷弄時應減速慢行，並提高警覺，因行人可能不易察覺車輛接近
